transcript_id,SRR1839791,SRR1839792,SRR1839793,SRR1839793,SRR1839794,SRR1839795,SRR1839796,SRR1839797,SRR1839798,SRR1839799,SRR1839800,SRR1839801,SRR1839802,SRR1839803,SRR1839804
NR_073565,0,31,9,9,48,0,9,6,4,9,0,0,20,4,23
NM_052814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145638,240,298,150,150,401,215,216,135,162,315,247,133,144,89,132
NM_015597,6,0,0,0,10,0,0,0,3,8,0,0,8,0,4
NM_001145639,8,0,0,0,0,0,7,0,0,44,7,0,0,0,0
NM_001200003,16,0,0,0,17,0,0,0,4,14,5,10,0,0,12
NM_001080849,632,633,447,447,414,230,228,118,198,214,218,196,352,124,163
NM_052813,1709,1137,559,559,1497,1030,1017,878,1135,687,687,608,685,334,580
NM_003086,1947,1504,651,651,2213,935,1151,668,766,618,935,726,729,538,798
NM_006643,0,37,0,0,494,0,118,0,6,137,80,0,31,0,342
NM_001282944,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
NM_001282946,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
NM_001039708,1084,696,0,0,1172,729,0,572,635,534,812,0,745,678,706
NM_001039707,656,241,612,612,206,334,1160,38,80,40,96,968,28,15,91
NM_015160,1944,1216,770,770,2120,1317,1538,862,1177,1011,1245,974,1116,717,1280
NM_019892,824,251,235,235,1567,601,800,0,436,360,554,428,275,248,553
NM_001318502,290,0,0,0,0,0,0,304,0,0,112,48,266,256,112
NM_001276418,722,1402,9,9,4332,1651,2387,1526,2116,1572,1067,154,301,236,49
NM_014866,10718,1579,2158,2158,6632,4469,4569,1882,1685,1344,3972,3682,4447,3892,6332
NM_152571,14,21,1,1,27,5,17,2,6,13,8,3,8,1,9
NR_135288,166,147,167,167,190,120,81,71,82,67,98,39,65,49,118
NM_152421,233,326,158,158,270,159,218,47,121,151,214,80,210,55,141
NR_024542,620,925,568,568,1033,513,510,268,365,446,552,268,436,343,340
NR_024543,43,114,69,69,180,97,59,48,56,51,133,28,52,40,64
NR_003672,258,172,88,88,235,126,136,117,119,66,118,91,107,130,105
NR_002975,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
NR_002958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NM_198946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033913,0,0,8,8,24,0,13,0,0,0,0,0,7,0,0
NR_106780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_178469,0,97,0,0,243,0,0,0,54,0,0,50,0,0,0
NM_001345934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_160514,0,0,0,0,0,217,0,0,0,0,7,220,0,0,15
NR_160515,0,26,7,7,281,36,0,0,39,0,110,25,6,0,0
NM_001368089,154,130,199,199,182,69,52,0,4,214,36,0,187,28,0
NM_001368090,146,9,47,47,0,0,0,97,0,0,0,0,37,30,0
NR_160516,78,197,0,0,80,54,128,0,25,0,101,45,75,75,93
NM_001001712,60,63,16,16,13,7,22,47,6,0,11,27,13,12,72
NR_160517,56,0,0,0,351,12,0,17,238,0,75,0,0,10,0
NR_135132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_046367,0,261,0,0,0,89,134,59,0,92,0,49,50,45,0
NM_016215,0,0,273,273,25,0,0,0,0,0,6,0,0,0,0
NR_045110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_201446,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
NR_045111,112,0,0,0,195,0,0,0,110,0,90,0,0,0,77
NR_029695,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0
NM_006412,3167,5706,3013,3013,3089,1994,2152,2114,1636,1349,1711,1318,1352,697,1272
NM_001012727,194,544,163,163,43,106,6,144,84,56,69,4,50,0,23
NM_017617,37438,7963,4323,4323,38418,11476,12108,8210,6945,4792,13491,4851,7796,7282,10400
NR_039820,3,0,6,6,3,2,2,0,1,2,3,3,2,1,4
NR_039821,2,0,0,0,3,1,4,1,0,0,1,0,0,1,0
NR_121577,83,74,112,112,53,22,42,20,32,29,59,18,28,28,45
NM_001080482,590,139,116,116,396,84,131,72,134,55,51,128,50,58,117
NM_014172,447,839,592,592,476,566,630,283,722,335,331,395,388,235,473
NR_109807,238,213,186,186,237,137,180,183,160,113,109,137,90,35,163
NM_001135861,72,28,52,52,41,27,0,47,2,12,8,38,0,59,27
NM_001287343,34,34,24,24,19,0,0,0,14,0,25,0,14,19,0
NR_109808,12,0,0,0,0,0,0,0,0,12,0,0,20,0,0
NM_001287342,1,3,6,6,0,2,0,2,0,0,4,0,2,0,0
NM_206920,378,404,262,262,481,168,182,94,207,165,149,165,129,84,139
NM_032928,608,1305,826,826,604,403,566,306,507,352,349,388,358,201,310
NM_001039374,119,62,41,41,166,47,68,39,87,64,82,44,48,48,80
NR_024580,124,70,26,26,197,67,83,55,59,42,52,41,64,56,77
NM_024718,6171,6795,4307,4307,5662,3497,4089,2042,3148,1985,2485,2557,2669,1339,2774
NM_001173989,58,63,10,10,49,61,21,17,62,43,36,36,41,72,85
NM_001173988,14,90,12,12,659,28,71,3,4,195,16,10,74,89,36
NR_036251,13,0,1,1,5,5,6,1,1,4,3,4,4,2,5
NM_001281298,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003792,4497,7269,4782,4782,4533,3996,5576,3881,4195,3769,3130,3570,3299,2187,3845
NM_001281297,720,1289,845,845,708,593,472,343,492,489,456,240,450,237,434
NM_001281299,34,0,0,0,53,0,0,0,5,0,10,0,0,51,0
NM_153200,338,522,342,342,362,176,244,144,137,189,157,130,174,102,233
NR_039697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021138,1399,1346,860,860,1545,823,1095,643,895,684,725,919,736,475,896
NM_178536,26,10,0,0,20,10,0,0,22,0,0,0,0,0,13
NR_157392,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
NM_207510,47,36,19,19,44,8,16,3,0,26,14,0,12,0,4
NM_018998,9599,15221,8855,8855,10183,5608,6664,4498,5240,3746,4830,4131,4564,2585,4480
NM_000606,35,0,19,19,24,21,11,11,23,14,10,16,22,0,22
NM_000954,1518,679,708,708,1711,382,494,549,870,416,474,431,320,176,252
NM_004669,865,1182,1265,1265,1073,303,468,384,653,704,438,314,338,155,424
NR_138073,0,93,0,0,0,32,0,0,43,0,0,0,4,0,0
NR_138075,0,0,41,41,53,14,0,0,0,0,0,20,0,2,5
NR_138076,0,0,44,44,62,25,0,0,0,0,0,31,0,0,0
NM_183241,1614,2055,2029,2029,1906,958,1309,839,783,1126,824,779,800,530,800
NR_138077,399,1099,316,316,304,216,147,119,272,71,181,214,118,111,255
NM_001329678,382,473,271,271,229,110,220,134,470,269,160,125,192,24,159
NR_138074,129,0,0,0,0,0,116,0,45,0,33,143,0,0,0
NM_203468,54,378,66,66,158,24,71,116,95,30,230,31,138,37,180
NM_001246,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015392,1260,1371,1419,1419,1919,817,1015,564,356,731,518,907,334,214,457
NM_178448,298,133,97,97,229,13,100,117,150,13,190,64,218,64,116
NM_207309,1460,703,374,374,1415,504,751,591,1172,488,1075,668,893,722,887
NM_212533,9785,4981,2850,2850,11514,4097,5779,3384,3400,2231,4821,11,1828,2210,4711
NM_001606,30,0,5,5,74,5,15,4,7,0,12,3331,2167,8,28
NM_207511,2173,1704,1130,1130,2389,1542,1522,1159,989,606,1210,623,1119,595,1142
NM_004479,4170,7770,5261,5261,5901,2557,2203,2630,1864,1029,2536,1390,2348,844,1544
NR_045721,0,0,0,0,11,3,0,270,5,0,10,13,15,0,14
NR_027447,93,81,23,23,135,39,63,62,64,16,20,20,11,35,34
NM_016219,2451,2217,1538,1538,2283,2123,2413,322,1654,1312,1305,1440,1966,1210,1853
NR_045720,1234,696,832,832,1339,467,647,683,590,527,935,537,0,177,668
NM_001282477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007327,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0
NM_021569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013653,44,194,27,27,52,4,0,0,22,13,10,0,6,0,7
NR_037416,1,0,2,2,1,0,0,0,0,1,1,0,0,0,0
NM_013379,7409,8505,5960,5960,8153,4414,4850,2761,4638,3586,3956,3668,3726,2287,3337
NM_001128228,686,483,461,461,626,429,352,296,393,328,360,287,317,194,312
NM_013366,3441,2585,1585,1585,3199,1742,1937,1280,1691,1300,1771,1325,1508,992,1571
NM_003731,2092,2978,2119,2119,1915,1436,1628,1289,1377,994,1081,992,1242,733,1082
NM_031297,113,79,179,179,119,94,74,81,73,61,92,43,67,42,57
NM_199001,15,19,18,18,8,7,0,0,8,5,10,0,3,0,3
NM_001190228,15,0,3,3,13,0,7,0,4,0,0,10,7,0,0
NM_001177316,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0
NM_080877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177317,12,0,0,0,19,0,0,0,6,0,0,0,0,4,0
NM_001144027,0,1099,1187,1187,0,0,320,0,6,0,0,262,0,0,0
NM_001144028,0,0,204,204,374,0,0,0,0,148,0,0,107,0,143
NM_053045,1748,979,657,657,1724,1243,1553,939,928,769,940,827,1003,717,1225
NM_014434,3849,2744,1985,1985,3708,2447,1966,1092,2322,1912,2333,1171,1804,1066,1551
NM_001144026,698,1657,317,317,686,417,750,368,9,23,131,580,74,6,168
NM_001001710,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
NM_001004353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_046339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_046340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006088,4469,7400,3730,3730,5090,4000,4133,3614,2711,2341,2837,2735,2873,1746,2574
NR_038389,23,25,20,20,23,10,0,0,6,26,10,24,6,18,11
NM_001256699,5,0,1,1,7,11,0,0,0,0,4,8,0,0,0
NM_015456,4700,4226,2583,2583,4918,3192,3528,2132,2513,2101,2410,2128,2322,1570,2689
NM_001004354,48,0,3,3,16,14,20,9,17,4,10,3,11,2,16
NM_017723,5198,3957,1923,1923,5009,2589,2688,2449,2170,1705,2347,1367,1730,1033,1908
NM_001256068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033113,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0
NM_198585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017820,317,394,194,194,305,100,164,113,116,107,142,148,126,117,141
NM_001286823,39,0,0,0,0,0,0,0,37,0,0,0,0,0,0
NR_104598,6,52,12,12,7,14,37,0,2,0,14,21,21,10,17
NR_104599,213,152,124,124,252,122,112,79,103,122,88,119,117,76,144
NM_001256067,299,438,444,444,371,205,287,7,200,160,208,142,147,54,137
NM_006647,3,15,8,8,3,45,3,99,2,2,2,2,5,94,46
NM_001130969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NM_015537,2934,2942,2221,2221,3514,1241,1781,1056,1887,1364,1733,1474,1449,1109,1544
NM_001130971,174,0,0,0,218,366,361,0,0,93,0,0,145,123,156
NM_001178064,30,0,28,28,29,14,31,10,27,33,10,2,19,7,0
NM_001130970,2,2,1,1,3,2,1,1,2,1,2,1,2,2,1
NR_106964,2,0,2,2,0,0,1,0,0,1,0,0,0,0,1
NM_152286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098537,584,640,314,314,939,203,380,179,267,247,589,194,295,358,186
NM_032477,1323,2566,1399,1399,1408,530,681,470,657,651,672,728,554,405,392
NM_138462,481,239,184,184,487,324,337,214,225,229,230,216,273,158,261
NM_001346373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NM_001346374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001346378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001346380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001346381,0,0,0,0,0,0,5,0,67,0,36,0,0,0,28
NM_001346383,0,0,0,0,89,0,72,0,14,0,104,97,0,0,62
NM_001346385,0,0,0,0,67,0,41,0,0,0,95,0,0,0,0
NM_001346387,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0
NM_001346389,0,0,6,6,0,0,0,0,48,0,0,0,0,0,0
NM_001346391,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NM_001346395,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
NM_001346396,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
NM_001346392,350,75,215,215,496,121,484,210,295,199,294,380,386,340,351
NM_001346377,185,0,4,4,9,41,17,0,32,59,0,0,0,43,0
NM_001346375,134,0,0,0,88,0,64,0,0,0,114,0,119,12,0
NM_001346382,136,0,137,137,252,129,124,300,40,22,110,104,231,52,151
NM_001346376,142,0,0,0,332,345,70,85,155,215,0,0,0,89,449
NM_138778,110,492,123,123,82,53,35,0,105,49,56,146,85,42,0
NM_001346371,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001346384,71,0,0,0,30,0,9,0,0,0,7,0,9,6,0
NM_001346379,27,0,2,2,0,0,0,0,0,0,0,0,0,0,0
NM_001346393,41,9,1,1,0,137,32,0,0,31,1,25,0,0,0
NM_001346394,21,0,0,0,0,16,10,0,0,35,0,0,0,0,0
NM_001346388,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0
NM_001346370,16,0,0,0,0,18,10,0,0,18,15,0,0,0,0
NM_001346386,32,0,4,4,17,0,72,0,9,3,8,19,13,4,15
NM_001346390,2,15,2,2,7,0,0,3,0,0,3,0,14,0,4
NM_001346372,3,225,68,68,170,68,113,50,65,73,41,60,66,75,102
NR_030333,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NR_135133,0,13,0,0,6,0,0,0,0,0,0,2,4,0,0
NR_027156,43,122,63,63,54,44,32,43,37,10,25,17,53,21,20
NM_001317968,2344,2603,2310,2310,2295,926,1852,1534,851,891,838,509,679,663,1211
NM_152285,4961,6946,3555,3555,4621,2600,2032,1597,2731,2056,2283,1850,2005,712,1846
NR_122035,715,737,472,472,843,376,342,280,333,313,411,245,292,252,395
NR_122036,14,0,26,26,20,4,128,0,47,8,7,58,15,0,4
NM_024757,2869,149,1135,1135,4040,1805,2243,1137,1332,809,1957,1216,1581,910,1406
NM_001354263,2573,2322,0,0,1546,1131,1030,712,1080,781,400,837,1062,931,1498
NM_001145527,60,8,60,60,39,27,149,76,0,83,66,0,0,43,76
NM_001354259,29,0,9,9,28,19,14,6,19,16,24,0,19,31,32
NM_001354611,16,0,8,8,3,10,14,1,6,36,14,2,6,1,25
NM_001354612,15,0,0,0,23,0,0,0,10,0,0,0,8,7,0
NR_147508,37,95,0,0,33,13,31,3,25,31,18,22,37,18,33
NR_146178,3591,1635,782,782,4270,2046,3486,2529,1476,606,2520,1553,1793,1709,1722
NM_001005741_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171811_dup1,13,4,0,0,17,10,0,0,0,0,0,0,0,0,18
NM_001171812_dup1,1,18,0,0,49,14,0,0,30,0,0,0,0,0,4
NM_001005742_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000157_dup1,710,1750,1094,1094,1909,1494,2153,1367,1382,55,1539,1231,753,781,1557
NR_031762,1,0,0,0,6,4,1,4,1,5,1,2,2,3,1
NR_149088,1,0,0,0,3,2,3,0,0,0,3,0,2,3,0
NR_001296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001205266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001363726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_058203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_046351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_046343_dup2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_046343_dup3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_031636,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NM_001001480,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NM_001012708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001347674,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NM_176886,5,0,0,0,1,0,0,0,0,0,0,0,14,2,5
NR_130467_dup1,11,6,3,3,18,6,7,3,5,1,7,8,9,4,7
NR_036062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_036063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_036134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_102390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_102391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001365373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001365372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001350919_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001368078_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001368080_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001350920_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033351_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_102747_dup1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
NR_120378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_102748_dup1,5,27,0,0,0,10,0,10,0,0,34,22,0,0,22
NR_037466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001324020_dup1,0,54,31,31,0,137,26,0,0,17,3,0,0,3,0
NM_001285449_dup1,492,0,0,0,180,0,349,74,0,92,165,111,0,101,350
NM_001324021_dup1,50,0,0,0,53,0,0,0,128,0,0,0,149,0,135
NM_001285450_dup1,65,31,26,26,0,184,67,40,68,31,36,100,152,160,63
NR_036141_dup1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_036144_dup1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_036142_dup1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NR_128712_dup1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_128713_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_037442_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_049832_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_030159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291462_dup3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172654,0,192,128,128,263,101,825,374,130,95,47,27,324,26,23
NM_006865,1710,791,403,403,1453,804,1417,737,740,293,257,216,728,200,222
NM_001293808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001293809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
NM_001293810,0,0,0,0,0,0,0,0,0,0,0,86,0,0,30
NM_001293811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001293812,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
NM_001293813,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
NM_001293814,0,0,0,0,11,0,0,0,12,0,0,0,0,0,0
NM_001354469,346,139,88,88,411,69,150,14,74,140,105,173,151,43,143
NM_001144931,35,27,28,28,64,14,27,0,0,21,11,0,0,9,82
NR_132348,94,44,10,10,54,17,17,0,20,59,13,57,49,22,51
NM_000853,308,405,174,174,378,113,169,17,128,281,178,103,257,65,187
NM_001293807,11,0,0,0,6,0,0,0,0,3,3,0,0,0,3
NR_027231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_027232,246,205,103,103,346,98,91,56,42,72,114,61,62,40,86
NM_013239,115,96,58,58,177,64,59,42,43,46,70,73,23,45,54
NM_001018081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001281971_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012314_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022555,1304,558,97,97,2553,201,44,2747,5734,2193,34,1827,1298,1501,2712
NM_001243962,25,9,0,0,4,14,1,13,699,726,360,457,16,435,1
NM_001355571,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
NR_168495_dup1,0,0,0,0,0,1,2,4,11,0,0,2,1,0,2
NM_021006_dup1,19,47,6,6,276,12,140,102,0,8,82,59,14,10,20
NM_001001437_dup1,18,0,0,0,0,10,0,0,0,0,0,0,0,0,20
NR_168494_dup1,4,12,12,12,90,6,54,24,7,0,59,21,5,4,10
NM_001001437_dup2,7,3,0,0,0,17,0,1,13,0,11,0,0,0,13
NM_021006_dup2,3,0,0,0,0,22,0,0,0,0,0,0,0,0,13
NM_001291473_dup2,27,0,0,0,8,0,0,0,9,0,10,0,0,0,24
NM_001330240_dup3,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0
NM_001330244_dup3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083539_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282170_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282171_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020535,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0
NM_001368254_dup1,4,42,0,0,3,52,3,7,0,85,12,28,0,0,32
NM_001018081_dup1,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0
NM_001360171_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
NM_001359193,0,0,0,0,0,0,0,0,0,613,5007,6252,441,0,3
NR_039668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015868_dup1,0,0,7,7,2,2,0,0,13,5,0,0,2,0,1
NR_001590,1,1,2,2,3,1,1,1,3,1,1,1,1,1,1
NM_001198815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001318484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_205854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001010909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_130720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_033229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NM_021983,20,4,0,0,2,3153,0,9,0,274,2009,1592,195,0,0
NM_001359194,0,0,0,0,0,21967,0,0,0,0,244,0,0,0,0
NM_001368253_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242480,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
NM_001347680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001347681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_144628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001347682,19,6,0,0,15,8,1,0,1,6,2,2,5,2,21
NR_027436,1221,240,257,257,442,648,677,280,457,229,396,358,581,431,649
NR_135481,17,19,7,7,14,46,25,11,11,0,5,5,25,15,0
NR_135482,0,0,0,0,0,3,0,0,0,0,0,0,7,8,0
NR_037871,9,116,0,0,0,1,21,11,0,19,48,11,0,44,46
NR_037872,34,0,231,231,50,86,0,4,20,35,140,0,41,0,0
NR_027420,150,114,92,92,153,353,242,87,165,79,381,41,189,244,492
NM_022148,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
NR_110830,0,6,0,0,0,0,0,0,4,0,7,0,0,0,0
NM_001012288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001370370,0,0,0,0,0,0,0,0,0,0,0,223,0,0,527
NM_001370371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001370372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_163416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001370373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_028057,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018390,618,394,256,256,715,522,494,147,435,418,512,0,454,593,0
NM_012227,1328,1180,745,745,1492,636,818,536,669,568,751,546,718,416,507
NM_001379156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001379158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001379160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001379167,0,102,0,0,0,3,0,10,7,0,1,545,2,0,0
NM_001379168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001379169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006140,0,0,0,0,0,0,1003,642,465,167,479,69,291,0,0
NM_172245,0,0,0,0,0,0,1389,348,617,175,332,0,395,0,0
NM_172246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_172247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_172249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
